Stage Name,Full Name,Date of Birth,Group,Debut,Company,Country,Height,Weight,Birthplace,Gender,Debut Age,BMI,Debut Year,Current Year,Career Length
Jamie,Park Jimin,1997-07-05,15&,2012-10-05,JYP,South Korea,160.0,57.0,Junggu,F,15,22.265624999999996,2012,2024,12
Jane,Sung Jiyeon,1997-12-20,MOMOLAND,2016-11-09,Double Kick,South Korea,167.0,46.0,Changwon,F,19,16.493958191401628,2016,2024,8
Jangjun,Lee Jangjun,1997-03-03,Golden Child,2017-08-28,Woollim,South Korea,170.0,57.0,Unknown,M,20,19.723183391003463,2017,2024,7
Jay,Park Jongsung,2002-04-20,ENHYPEN,2020-11-30,Be:lift,South Korea,170.0,57.0,Unknown,M,19,19.723183391003463,2020,2024,4
Jay,Kim Jinhwan,1994-02-07,iKON,2015-09-15,YG,South Korea,170.0,57.0,Jeju,M,22,19.723183391003463,2015,2024,9
JB,Im Jaebum,1994-01-06,GOT7,2014-01-16,JYP,South Korea,179.0,63.0,Goyang,M,20,19.66230766829999,2014,2024,10
Jea,Kim Hyojin,1981-09-18,Brown Eyed Girls,2006-03-02,Mystic,South Korea,170.0,57.0,Unknown,F,24,19.723183391003463,2006,2024,18
Jeewon,Kim Jiwon,1999-04-01,Cignature,2020-02-04,C9,South Korea,170.0,57.0,Busan,F,21,19.723183391003463,2020,2024,4
Jeff,Lee Jaeho,2005-04-21,EPEX,2021-06-08,C9,South Korea,179.0,61.0,Unknown,M,16,19.038107424861895,2021,2024,3
Jehyun,Moon Jehyun,1999-04-20,OMEGA X,2016-10-17,JT Corea,South Korea,170.0,57.0,Unknown,M,17,19.723183391003463,2016,2024,8
Jei,Kim Jinhee,1989-09-05,Fiestar,2012-08-31,LOEN,South Korea,162.0,57.0,Bucheon,F,23,21.719250114311837,2012,2024,12
Jen,Kim Yehyeon,1997-03-27,UNVS,2020-02-23,CHITWN,South Korea,170.0,57.0,Unknown,M,23,19.723183391003463,2020,2024,4
Jenna,Kim Minji,2006-10-06,Queenz Eye,2022-10-24,Big Mountain,South Korea,170.0,57.0,Changwon,F,16,19.723183391003463,2022,2024,2
Jennie,Kim Jennie,1996-01-16,BLACKPINK,2016-08-08,YG,South Korea,163.0,50.0,Anyang,F,21,18.818924310286427,2016,2024,8
Jeno,Lee Jeno,2000-04-23,NCT,2016-04-09,SM,South Korea,170.0,57.0,Unknown,M,16,19.723183391003463,2016,2024,8
Jeon Woong,Jeon Woong,1997-10-15,AB6IX,2019-05-22,Brand New,South Korea,173.0,57.0,Unknown,M,22,19.045073340238563,2019,2024,5
Jeonggyu,Lim Jeonggyu,1997-11-05,7 O'clock,2014-08-26,Jungle,South Korea,181.0,62.0,Unknown,M,17,18.924941241109856,2014,2024,10
Jeonghan,Yoon Jeonghan,1995-10-04,Seventeen,2015-05-26,Pledis,South Korea,175.0,54.0,Seoul,M,20,17.632653061224488,2015,2024,9
Jeonghee,Go Jeonghee,2000-03-11,Favorite,2017-07-05,Astory,South Korea,170.0,57.0,Incheon,F,17,19.723183391003463,2017,2024,7
Jeongmin,Lee Jeongmin,1994-02-01,Boyfriend,2011-05-26,Starship,South Korea,173.0,60.0,Suwon,M,17,20.04744562130375,2011,2024,13
Jeongseung,Park Jeongseung,2002-05-20,D-CRUNCH,2018-08-06,All-S,South Korea,170.0,57.0,Unknown,M,16,19.723183391003463,2018,2024,6
Jeonguk,Kim Jeonguk,1993-03-20,24K,2012-09-06,Choeun,South Korea,178.0,58.0,Busan,M,19,18.30576947355132,2012,2024,12
Jeongwoo,Park Jeongwoo,2004-09-28,Treasure,2020-08-07,YG,South Korea,170.0,57.0,Unknown,M,16,19.723183391003463,2020,2024,4
Jeongyeon,Yoo Jeongyeon,1996-11-01,Twice,2015-10-20,JYP,South Korea,168.0,57.0,Suwon,F,19,20.19557823129252,2015,2024,9
Jeonyul,Jeon Yuri,1994-03-20,Stellar,2011-08-28,Pascal,South Korea,170.0,57.0,Seoul,F,17,19.723183391003463,2011,2024,13
Jerome,Oh Sungmin,2001-08-25,TOO,2020-04-01,n.CH,South Korea,170.0,57.0,Unknown,M,19,19.723183391003463,2020,2024,4
Jerrry,Ahn Sohyun,1992-08-27,Tahiti,2012-06-23,J-line,South Korea,170.0,57.0,Seoul,F,20,19.723183391003463,2012,2024,12
Jewon,Woo Jewon,1998-11-28,NINE.i,2022-03-30,FirstOne,South Korea,170.0,55.0,Unknown,M,23,19.031141868512112,2022,2024,2
J-Hoon,Lim Junghoon,1990-07-15,B.I.G,2014-07-09,GH,South Korea,172.0,62.0,Seoul,M,24,20.9572742022715,2014,2024,10
J-Hope,Jung Hoseok,1994-02-18,BTS,2013-06-13,Big Hit,South Korea,177.0,65.0,Gwangju,M,19,20.747550193111813,2013,2024,11
Ji Hansol,Ji Hansol,1994-11-21,Newkidd,2019-04-25,J-FLO,South Korea,182.0,63.0,Busan,M,24,19.01944209636517,2019,2024,5
Jia,Yoon Jia,2004-01-16,mimiirose,2022-09-16,YES IM,South Korea,165.0,57.0,Incheon,F,19,20.936639118457304,2022,2024,2
Jia,Meng Jia,1989-02-03,miss A,2010-07-01,JYP,China,166.0,57.0,Changja,F,21,20.685150239512268,2010,2024,14
Jia,Guo Jiajia,2005-07-30,TRI.BE,2021-02-17,TR - Mellow,China,170.0,57.0,Unknown,F,16,19.723183391003463,2021,2024,3
Jiae,Yoo Jiae,1993-05-21,Lovelyz,2014-11-17,Woollim,South Korea,163.0,43.0,Seoul,F,21,16.184274906846326,2014,2024,10
Jiae,Kim Jiae,1995-10-31,Wassup,2013-08-07,Mafia,South Korea,170.0,57.0,Unknown,F,18,19.723183391003463,2013,2024,11
Jiahn,Yoo Jiahn,1992-04-01,IN2IT,2016-01-27,Star Empire,South Korea,176.0,57.0,Unknown,M,24,18.401342975206614,2016,2024,8
Jian,Kwon Jieun,2001-03-14,LUNARSOLAR,2020-09-02,J Planet,South Korea,170.0,57.0,Unknown,F,19,19.723183391003463,2020,2024,4
Jibeom,Kim Jibeom,1999-02-03,Golden Child,2017-08-28,Woollim,South Korea,170.0,57.0,Unknown,M,19,19.723183391003463,2017,2024,7
Jieun,Choi Jieun,2001-03-03,Bling Bling,2020-11-17,Major9,South Korea,170.0,57.0,Unknown,F,20,19.723183391003463,2020,2024,4
Jieun,Song Jieun,1990-05-05,SECRET,2009-10-13,TS,South Korea,170.0,57.0,Seoul,F,19,19.723183391003463,2009,2024,15
Jihan,Han Jihyo,2004-07-12,Weeekly,2020-07-30,Play M,South Korea,170.0,57.0,Unknown,F,16,19.723183391003463,2020,2024,4
Jiheon,Baek Jiheon,2003-04-17,fromis_9,2018-01-24,Off The Record,South Korea,170.0,57.0,Jeolla,F,15,19.723183391003463,2018,2024,6
Jiho,Jang Jiho,2004-08-10,NINE.i,2022-03-30,FirstOne,South Korea,170.0,57.0,Gyeonggi,M,18,19.723183391003463,2022,2024,2
Jihoo,Lim Soojung,1998-08-05,IZ,2017-08-31,Music K,South Korea,170.0,57.0,Unknown,M,19,19.723183391003463,2017,2024,7
Jihoon,Park Jihoon,2000-03-14,Treasure,2020-08-07,YG,South Korea,170.0,57.0,Busan,M,20,19.723183391003463,2020,2024,4
Jihoon,Park Jihoon,1999-05-29,Wanna One,2017-08-07,YMC,South Korea,170.0,57.0,Masan,M,18,19.723183391003463,2017,2024,7
Jihun,Kim Jihun,1995-02-20,KNK,2016-03-03,YNB,South Korea,186.0,73.0,Unknown,M,21,21.10070528384784,2016,2024,8
Jihun,Kim Jihun,2000-01-09,TRCNG,2017-10-10,TS,South Korea,176.0,57.0,Daegu,M,18,18.401342975206614,2017,2024,7
Jihyo,Lee Jihyo,2001-04-22,PRECIOUS,2020-09-23,Umi,South Korea,166.0,49.0,Gyeonggi,F,19,17.78197125852809,2020,2024,4
Jihyo,Park Jisoo,1997-02-01,Twice,2015-10-20,JYP,South Korea,162.0,57.0,Guri,F,19,21.719250114311837,2015,2024,9
Jihyun,Nam Jihyun,1990-01-09,4minute,2009-06-15,Cube,South Korea,167.0,57.0,Seoul,F,19,20.43816558499767,2009,2024,15
Jimin,Park Jimin,1995-10-13,BTS,2013-06-13,Big Hit,South Korea,175.0,61.0,Busan,M,18,19.918367346938776,2013,2024,11
Jimin,Won Jimin,2007-11-25,CLASS:y,2022-05-05,Universal,South Korea,171.0,57.0,Unknown,F,14,19.493177387914233,2022,2024,2
Jin,Kim Seokjin,1992-12-04,BTS,2013-06-13,Big Hit,South Korea,179.0,63.0,Gwacheon,M,21,19.66230766829999,2013,2024,11
JIN,Park Myungeun,1996-06-12,Lovelyz,2014-11-17,Woollim,South Korea,165.0,47.0,Busan,F,18,17.263544536271812,2014,2024,10
Jin Jin,Park Jinwoo,1996-03-15,ASTRO,2016-02-23,Fantagio,South Korea,170.0,57.0,Nowon,M,20,19.723183391003463,2016,2024,8
Jingyu,Lee Jingyu,1998-04-22,Astin,2022-11-16,AB Creative,South Korea,170.0,57.0,Unknown,M,25,19.723183391003463,2022,2024,2
Jinha,Kim Jinha,2003-11-21,TRI.BE,2021-02-17,TR - Mellow,South Korea,170.0,57.0,Unknown,F,17,19.723183391003463,2021,2024,3
Jinho,Jo Jinho,1992-04-17,PENTAGON,2016-10-10,Cube,South Korea,170.0,57.0,Unknown,M,24,19.723183391003463,2016,2024,8
Jinhong,Kim Jinhong,1998-01-02,24K,2012-09-06,Choeun,South Korea,180.0,53.0,Seoul,M,15,16.358024691358022,2012,2024,12
Jinhoo,Kim Jinwook,1995-08-02,UP10TION,2015-09-10,TOP Media,South Korea,170.0,57.0,Changwon,M,20,19.723183391003463,2015,2024,9
Jinhwa,Choi Jinhwa,2002-01-15,BLITZERS,2021-05-12,Wuzo,South Korea,180.0,64.0,Unknown,M,19,19.753086419753085,2021,2024,3
Jinkwon,Kim Jinkwon,2001-01-31,Newkidd,2019-04-25,J-FLO,South Korea,170.0,57.0,Unknown,M,18,19.723183391003463,2019,2024,5
Jinny,Park Jinhee,1998-01-19,SECRET NUMBER,2020-05-19,Vine,South Korea,170.0,57.0,California,F,22,19.723183391003463,2020,2024,4
Jinsik,Han Jinsik,2004-07-30,xikers,2023-03-30,KQ,South Korea,170.0,57.0,Incheon,M,19,19.723183391003463,2023,2024,1
Jinsol,Lee Jinsol,2001-12-04,APRIL,2015-08-24,DSP,South Korea,170.0,57.0,Andong,F,14,19.723183391003463,2015,2024,9
JinSoul,Jung Jinsol,1997-06-13,LOONA,2018-08-20,Blockberry,South Korea,170.0,57.0,Unknown,F,21,19.723183391003463,2018,2024,6
Jinsung,Jung Jinsung,2002-03-30,1the9,2019-02-09,MBK,South Korea,176.0,58.0,Seoul,M,17,18.72417355371901,2019,2024,5
Jinu,Kim Jinwoo,1991-09-26,WINNER,2014-08-12,YG,South Korea,170.0,57.0,Imja,M,23,19.723183391003463,2014,2024,10
Jinwoo,Lee Jinwoo,2004-09-13,Ghost9,2020-09-23,Maroo,South Korea,176.0,57.0,Unknown,M,16,18.401342975206614,2020,2024,4
Jinyoung,Bae Jinyoung,2000-05-10,CIX,2019-07-23,C9,South Korea,170.0,57.0,Seoul,M,19,19.723183391003463,2019,2024,5
Jinyoung,Woo Jinyoung,1997-05-31,D1CE,2019-08-01,Happyface,South Korea,170.0,51.0,Unknown,M,22,17.647058823529413,2019,2024,5
Jinyoung,Park Jinyoung,1994-09-22,GOT7,2014-01-16,JYP,South Korea,178.0,63.0,Changwon,M,19,19.883853048857468,2014,2024,10
Jisan,Choi Jinsang,1999-11-03,Hot Blood Youth,2017-05-17,FNC,South Korea,170.0,57.0,Unknown,M,18,19.723183391003463,2017,2024,7
Jisoo,Kim Jisoo,1995-01-03,BLACKPINK,2016-08-08,YG,South Korea,162.0,45.0,Seoul,F,22,17.146776406035663,2016,2024,8
Jisoo,Jung Jisoo,2003-11-22,Busters,2017-11-27,JTG,South Korea,170.0,57.0,Unknown,F,14,19.723183391003463,2017,2024,7
Jisoo,Seo Jisoo,1994-02-11,Lovelyz,2014-11-17,Woollim,South Korea,165.0,46.0,Incheon,F,21,16.896235078053262,2014,2024,10
Jisoo,Shin Jisoo,1994-02-28,Tahiti,2012-06-23,J-line,South Korea,170.0,57.0,Chuncheon,F,18,19.723183391003463,2012,2024,12
Jisook,Kim Jisook,1990-07-18,Rainbow,2009-11-12,DSP,South Korea,164.0,41.0,Suwon,F,19,15.243902439024392,2009,2024,15
Jisu,Choi Jisu,2000-01-19,TOO,2020-04-01,n.CH,South Korea,170.0,57.0,Unknown,M,20,19.723183391003463,2020,2024,4
Jisun,Roh Jisun,1998-11-23,fromis_9,2018-01-24,Off The Record,South Korea,170.0,57.0,Seoul,F,19,19.723183391003463,2018,2024,6
Jisun,Hwang Jisun,1989-10-17,S#aFLA,2021-07-14,Winnerzone,South Korea,165.0,46.0,Unknown,F,32,16.896235078053262,2021,2024,3
Jisung,Park Jisung,2002-02-05,NCT,2016-04-09,SM,South Korea,170.0,57.0,Unknown,M,14,19.723183391003463,2016,2024,8
Jisung,Kim Jisung,2000-12-21,TRCNG,2017-10-10,TS,South Korea,171.0,57.0,Unknown,M,17,19.493177387914233,2017,2024,7
Jisung,Yoon Jisung,1991-03-08,Wanna One,2017-08-07,YMC,South Korea,170.0,57.0,Wonju,M,26,19.723183391003463,2017,2024,7
Jiu,Kim Minji,1994-05-17,Dreamcatcher,2017-01-13,Happy Face,South Korea,167.0,57.0,Daejeon,F,23,20.43816558499767,2017,2024,7
Jiung,Choi Jiwoong,2001-10-07,P1Harmony,2020-10-28,FNC,South Korea,170.0,57.0,Unknown,M,19,19.723183391003463,2020,2024,4
Jiwon,Park Jiwon,1997-03-17,BOTOPASS,2020-08-26,WKS ENE,South Korea,165.0,45.0,Unknown,F,23,16.528925619834713,2020,2024,4
Jiwon,Heo Jiwon,2000-09-04,Cherry Bullet,2019-01-21,FNC,South Korea,170.0,57.0,Unknown,F,18,19.723183391003463,2019,2024,5
Jiwon,Park Jiwon,1998-03-20,fromis_9,2018-01-24,Off The Record,South Korea,170.0,57.0,Busan,F,20,19.723183391003463,2018,2024,6
Jiwon,Yang Jiwon,1988-04-05,UNI.T,2018-05-18,Unit Culture,South Korea,170.0,57.0,Seoul,F,30,19.723183391003463,2018,2024,6
Jiwoo,Kim Jiwoo,2005-04-13,NMIXX,2022-02-22,JYP,South Korea,170.0,57.0,Unknown,F,17,19.723183391003463,2022,2024,2
Jiwoo,Lee Jiwoo,2005-10-24,tripleS,2023-02-13,MODHAUS,South Korea,170.0,57.0,Unknown,F,17,19.723183391003463,2023,2024,1
Jiyeon,Park Jiyeon,1993-06-07,T-ara,2009-07-29,MBK,South Korea,167.0,45.0,Seoul,F,16,16.1353938828929,2009,2024,15
Jiyoon,Jeon Jiyoon,1990-10-15,4minute,2009-06-15,Cube,South Korea,165.0,57.0,Seoul,F,19,20.936639118457304,2009,2024,15
Jiyoon,Woo Jiyoon,1996-01-06,Bolbbalgan4,2016-04-22,Shofar,South Korea,170.0,57.0,Yeongju,F,20,19.723183391003463,2016,2024,8
Jiyoon,Jeong Jiyoon,2000-09-15,ICHILLIN',2021-09-08,KM,South Korea,168.0,57.0,Unknown,F,21,20.19557823129252,2021,2024,3
Jiyou,Im Changsook,1989-06-15,Two X,2012-08-20,J. Tune,South Korea,170.0,57.0,Unknown,F,23,19.723183391003463,2012,2024,12
Jiyoung,Ahn Jiyoung,1995-09-14,Bolbbalgan4,2016-04-22,Shofar,South Korea,170.0,57.0,Yeongju,F,21,19.723183391003463,2016,2024,8
Jiyoung,Kang Jiyoung,1994-01-18,KARA,2007-03-29,DSP,South Korea,170.0,57.0,Paju,F,13,19.723183391003463,2007,2024,17
JJ,Jun Jihyeok,1998-12-11,DUSTIN,2020-01-06,LPA,South Korea,170.0,57.0,Unknown,M,21,19.723183391003463,2020,2024,4
JK,Kim Jikang,1998-03-17,Girlkind,2018-01-16,Nextlevel,South Korea,170.0,161.0,Unknown,F,20,55.70934256055364,2018,2024,6
JM,Chu Jimin,2001-10-11,JUST B,2021-06-30,Bluedot,South Korea,173.0,57.0,Unknown,M,20,19.045073340238563,2021,2024,3
J-Min,Jeon Minwook,1999-10-16,BAE173,2020-11-19,PocketDol,South Korea,170.0,57.0,Unknown,M,21,19.723183391003463,2020,2024,4
Johnny,John Seo,1995-02-09,NCT,2016-04-09,SM,USA,170.0,57.0,Chicago,M,21,19.723183391003463,2016,2024,8
Johyun,Shin Jiwon,1996-04-14,Berry Good,2014-05-21,Asia Bridge,South Korea,170.0,57.0,Unknown,F,18,19.723183391003463,2014,2024,10
Jongho,Choi Jongho,2000-10-12,ATEEZ,2018-10-24,KQ,South Korea,176.0,57.0,Unknown,M,18,18.401342975206614,2018,2024,6
Jonghoon,Choi Jonghoon,1990-03-07,FTISLAND,2007-06-07,FNC,South Korea,170.0,57.0,Seoul,M,17,19.723183391003463,2007,2024,17
Jonghwan,Jo Jonghwan,1992-11-23,100%,2012-09-18,TOP Media,South Korea,170.0,57.0,Seoul,M,20,19.723183391003463,2012,2024,12
Jonghyeong,Kim Jonghyeong,2002-04-13,Dongkiz,2019-04-24,Dongyo,South Korea,178.0,65.0,Unknown,M,17,20.515086478979924,2019,2024,5
Jonghyun,Lee Jonghyun,1990-05-15,CNBLUE,2010-01-14,FNC,South Korea,170.0,57.0,Busan,M,20,19.723183391003463,2010,2024,14
Jongseob,Kim Jongseob,2005-11-19,P1Harmony,2020-10-28,FNC,South Korea,173.0,57.0,Unknown,M,15,19.045073340238563,2020,2024,4
Jongup,Moon Jongup,1995-02-06,B.A.P,2012-01-27,TS,South Korea,176.0,66.0,Seoul,M,17,21.306818181818183,2012,2024,12
Joo E,Lee Joowon,1999-08-18,MOMOLAND,2016-11-09,Double Kick,South Korea,164.0,45.0,Bucheon,F,17,16.731112433075552,2016,2024,8
JooA,Lee Juhyun,2002-03-04,Hi-L,2021-08-11,Kpop Live,South Korea,173.0,57.0,Unknown,F,19,19.045073340238563,2021,2024,3
Jooan,Im Jimyoung,1996-10-04,We In The Zone,2019-05-27,Choon,South Korea,173.0,58.0,Dongtan,M,23,19.37919743392696,2019,2024,5
Joochan,Hong Joochan,1999-07-31,Golden Child,2017-08-28,Woollim,South Korea,170.0,57.0,Unknown,M,18,19.723183391003463,2017,2024,7
Jooheon,Lee Jooheon,1994-10-06,MONSTA X,2014-05-14,Starship,South Korea,170.0,57.0,Daegu,M,20,19.723183391003463,2014,2024,10
Joohyoung,Kim Joohyoung,2003-03-15,NINE.i,2022-03-30,FirstOne,South Korea,170.0,57.0,Unknown,M,19,19.723183391003463,2022,2024,2
Joonie,Park Junhee,2002-05-24,ICHILLIN',2021-09-08,KM,USA,170.0,57.0,Unknown,F,19,19.723183391003463,2021,2024,3
Joshua,Hong Jisoo,1995-12-30,Seventeen,2015-05-26,Pledis,USA,176.0,63.0,Los Angeles,M,19,20.33832644628099,2015,2024,9
Joy,Park Sooyoung,1996-09-03,Red Velvet,2014-08-01,SM,South Korea,163.0,57.0,Jeju,F,18,21.453573713726524,2014,2024,10
JR,Kim Jonghyun,1995-06-08,NU'EST,2012-03-15,Pledis,South Korea,170.0,57.0,Gangwon,M,17,19.723183391003463,2012,2024,12
Judy,Kim Dahye,1995-05-16,Blackswan,2020-10-16,DR,South Korea,170.0,57.0,Unknown,F,25,19.723183391003463,2020,2024,4
Jueun,Jo Jueun,2001-01-27,ARIAZ,2019-10-23,Rising Star,South Korea,170.0,57.0,Unknown,F,19,19.723183391003463,2019,2024,5
Jueun,Lee Jooeun,1995-07-07,DIA,2015-07-14,MBK,South Korea,170.0,57.0,Suwon,F,20,19.723183391003463,2015,2024,9
Juhaknyeon,Ju Haknyeon,1999-03-09,The Boyz,2017-12-31,Cre.Ker,South Korea,175.0,58.0,Jeju,M,19,18.93877551020408,2017,2024,7
Juhan,Hong Seunghyun,2001-06-21,BLITZERS,2021-05-12,Wuzo,South Korea,170.0,57.0,Unknown,M,20,19.723183391003463,2021,2024,3
Juhyeon,Lee Juhyeon,2004-04-08,LIGHTSUM,2021-06-10,Cube,South Korea,171.0,48.0,Unknown,F,17,16.415307274033037,2021,2024,3
Juhyun,Cha Juhyun,2000-04-01,Bling Bling,2020-11-17,Major9,South Korea,170.0,57.0,Unknown,F,21,19.723183391003463,2020,2024,4
Jukang,Lee Hyowon,2002-11-22,JWiiver,2022-02-17,JTG,South Korea,186.0,57.0,Daegu,M,19,16.475893166840095,2022,2024,2
Jun,Park Junhee,1994-06-02,A.C.E,2017-05-23,Beat,South Korea,170.0,57.0,Jeolla,M,23,19.723183391003463,2017,2024,7
Jun,Weng Junhui,1996-06-10,Seventeen,2015-05-26,Pledis,China,180.0,63.0,Shenzen,M,19,19.444444444444443,2015,2024,9
Jun,Lee Junyoung,1997-01-22,U-KISS,2008-08-28,NH Media,South Korea,170.0,57.0,Unknown,M,12,19.723183391003463,2008,2024,16
Jun H.,Im Joonhyun,1991-08-28,UNVS,2020-02-23,CHITWN,South Korea,170.0,57.0,Unknown,M,28,19.723183391003463,2020,2024,4
Jun Jin,Park Choongjae,1980-08-19,Shinhwa,1998-03-24,SM| Good| Shinhwa,South Korea,182.0,75.0,Seoul,M,18,22.6421929718633,1998,2024,26
Jun. K,Kim Minjun,1988-01-15,2PM,2008-07-04,JYP,South Korea,180.0,68.0,Daegu,M,20,20.98765432098765,2008,2024,16
Ju-ne,Koo Junhoe,1997-03-31,iKON,2015-09-15,YG,South Korea,170.0,57.0,Seoul,M,18,19.723183391003463,2015,2024,9
Junghoon,Lee Junghoon,2000-07-04,1TEAM,2019-03-27,LiveWorks,South Korea,170.0,57.0,Unknown,M,19,19.723183391003463,2019,2024,5
Junghoon,Han Jeonghoon,2000-02-14,OMEGA X,2016-10-17,JT Corea,South Korea,177.0,61.0,Unknown,M,17,19.4707778735357,2016,2024,8
Junghoon,Kim Junghoon,2005-07-05,xikers,2023-03-30,KQ,South Korea,170.0,57.0,Unknown,M,18,19.723183391003463,2023,2024,1
Junghun,Jang Junghun,1999-02-27,Astin,2022-11-16,AB Creative,South Korea,170.0,57.0,Unknown,M,24,19.723183391003463,2022,2024,2
Junghwa,Park Junghwa,1995-05-08,EXID,2012-02-16,Yedang,South Korea,169.0,57.0,Anyang,F,17,19.95728440880922,2012,2024,12
Junghwan,So Junghwan,2005-02-18,Treasure,2020-08-07,YG,South Korea,170.0,57.0,Unknown,M,15,19.723183391003463,2020,2024,4
Jungkook,Jeon Jungkook,1997-09-01,BTS,2013-06-13,Big Hit,South Korea,178.0,66.0,Busan,M,16,20.830703194041156,2013,2024,11
Jungmo,Koo Jungmo,2000-02-05,CRAVITY,2020-04-14,Starship,South Korea,181.0,58.0,Unknown,M,20,17.70397729007051,2020,2024,4
Jungshin,Lee Jungshin,1991-09-15,CNBLUE,2010-01-14,FNC,South Korea,170.0,57.0,Unknown,M,18,19.723183391003463,2010,2024,14
Jungwon,Yang Jungwon,2004-02-09,ENHYPEN,2020-11-30,Be:lift,South Korea,170.0,57.0,Unknown,M,17,19.723183391003463,2020,2024,4
Jungwoo,Uhm Jungwoo,1999-04-02,BVNDIT,2019-04-10,MNH,South Korea,170.0,57.0,Unknown,F,20,19.723183391003463,2019,2024,5
Jungwoo,Kim Jungwoo,1998-02-19,NCT,2016-04-09,SM,South Korea,170.0,57.0,Unknown,M,18,19.723183391003463,2016,2024,8
Junho,Lee Junho,1990-01-25,2PM,2008-07-04,JYP,South Korea,178.0,67.0,Ilsan,M,18,21.146319909102385,2008,2024,16
Junho,Cha Junho,2002-07-09,DRIPPIN,2020-10-26,Woollim,South Korea,178.0,63.0,Unknown,M,18,19.883853048857468,2020,2024,4
Junhyeok,Cheon Junhyeok,2004-09-20,TNX,2022-05-17,P NATION,South Korea,170.0,57.0,Gyeonggi,M,18,19.723183391003463,2022,2024,2
Junhyuk,Choi Junhyuk,1992-04-21,HOTSHOT,2014-10-29,Star Crew,South Korea,170.0,57.0,Ulsan,M,23,19.723183391003463,2014,2024,10
Junhyuk,Lee Junhyuk,2000-05-16,Mirae,2021-03-17,DSP,South Korea,180.0,63.0,Seoul,M,21,19.444444444444443,2021,2024,3
Junhyung,Son Junhyung,2000-10-21,Ghost9,2020-09-23,Maroo,South Korea,170.0,57.0,Unknown,M,20,19.723183391003463,2020,2024,4
Junhyung,Yong Junyung,1989-12-19,Highlight,2009-10-14,Around Us,South Korea,178.0,64.0,Seoul,M,20,20.199469763918696,2009,2024,15
Junji,Kim Junhyung,1998-04-06,OnlyOneOf,2019-05-28,RSVP,South Korea,170.0,57.0,Unknown,M,21,19.723183391003463,2019,2024,5
Junkyu,Kim Junkyu,2000-09-09,Treasure,2020-08-07,YG,South Korea,170.0,57.0,Unknown,M,20,19.723183391003463,2020,2024,4
Junmin,Ryu Junmin,2003-04-05,ATBO,2022-07-27,IST,South Korea,172.0,57.0,Jinju,M,19,19.2671714440238,2022,2024,2
Junmin,Park Junmin,2003-05-24,xikers,2023-03-30,KQ,South Korea,170.0,57.0,Seoul,M,20,19.723183391003463,2023,2024,1
JunQ,Kang Junkyu,1993-08-09,MYNAME,2011-10-27,H2,South Korea,170.0,57.0,Uljeongbu,M,18,19.723183391003463,2011,2024,13
Junseo,Park Junseo,2001-12-28,BAE173,2020-11-19,PocketDol,South Korea,170.0,57.0,Unknown,M,19,19.723183391003463,2020,2024,4
Junseo,Hwang Junseo,2001-01-16,DKB,2020-02-03,Brave,South Korea,182.0,67.0,Unknown,M,19,20.227025721531216,2020,2024,4
Junseo,Kim Junseo,2001-11-20,WEi,2020-10-05,OUI,South Korea,177.0,64.0,Ulsan,M,19,20.428357113217785,2020,2024,4
Junseok,Oh Junseok,2003-03-03,ATBO,2022-07-27,IST,South Korea,174.0,57.0,Jeju,M,19,18.826793499801823,2022,2024,2
Junseong,Choi Junseong,2002-09-29,Ghost9,2020-09-23,Maroo,South Korea,170.0,55.0,Unknown,M,18,19.031141868512112,2020,2024,4
Juntae,Kim Juntae,1995-09-04,MY.st,2020-03-26,MYStar,South Korea,170.0,57.0,Unknown,M,25,19.723183391003463,2020,2024,4
Junwook,Kim Junwook,2002-01-10,TheEastLight,2018-11-15,Stardium,South Korea,170.0,57.0,Unknown,M,17,19.723183391003463,2018,2024,6
Junyoung,Lee Junyoung,2000-09-23,IZ,2017-08-31,Music K,South Korea,170.0,57.0,Unknown,M,17,19.723183391003463,2017,2024,7
Juri,Takahashi Juri,1997-10-03,Rocket Punch,2019-08-07,Woollim,Japan,160.0,44.0,Unknown,F,22,17.187499999999996,2019,2024,5
J-Us,Lee Seungjoon,1995-01-13,ONF,2017-08-02,WM,South Korea,170.0,57.0,Seoul,M,23,19.723183391003463,2017,2024,7
Juyeon,Lee Juyeon,2001-11-06,Saturday,2018-07-18,SD,South Korea,164.0,44.0,Unknown,F,17,16.359309934562763,2018,2024,6
Juyeon,Lee Juyeon,1998-01-16,The Boyz,2017-12-31,Cre.Ker,South Korea,180.0,67.0,Unknown,M,20,20.679012345679013,2017,2024,7
K.Me,Na Miri,1992-04-10,BADKIZ,2014-03-24,Zoo,South Korea,170.0,57.0,Yeosu,F,22,19.723183391003463,2014,2024,10
Kaede,Yamada Kaede,2005-12-20,tripleS,2023-02-13,MODHAUS,Japan,160.0,57.0,Toyama,F,17,22.265624999999996,2023,2024,1
Kaeun,Lee Kaeun,1994-08-20,After School,2009-01-15,Pledis,South Korea,170.0,57.0,Seoul,F,14,19.723183391003463,2009,2024,15
Kai,Kim Jongin,1994-01-14,EXO,2012-04-08,SM,South Korea,182.0,65.0,Suncheon,M,18,19.623233908948194,2012,2024,12
Kain,Bang Junho,1997-03-25,ARGON,2019-03-11,MSH,South Korea,178.0,57.0,Unknown,M,22,17.99015275849009,2019,2024,5
